


21-47-33
Given Date,11/11/2011
Day,Count
11-11-2011,2
12-11-2011,0
13-11-2011,0
14-11-2011,0
15-11-2011,0
16-11-2011,0
17-11-2011,0
Average FootFall Count,0.2857143




21-51-01
Given Date,11/11/2011
Day,Count
11-11-2011,2
12-11-2011,0
13-11-2011,0
14-11-2011,0
15-11-2011,0
16-11-2011,0
17-11-2011,0
Average FootFall Count,0.2857143




22-32-09
Given Date,11/11/2011
Day,Count
11-11-2011,2
12-11-2011,0
13-11-2011,0
14-11-2011,0
15-11-2011,0
16-11-2011,0
17-11-2011,0
Average FootFall Count,0.2857143




22-37-12
Given Date,11/11/2011
Day,Count
11-11-2011,2
12-11-2011,0
13-11-2011,0
14-11-2011,0
15-11-2011,0
16-11-2011,0
17-11-2011,0
Average FootFall Count,0.2857143

